ord;regiaopais;estado;municipio;mesorregiao;pib
4431;Sul;SC;Iraceminha;Oeste Catarinense;23523,82
4432;Sul;SC;Irani;Oeste Catarinense;20513,06
4433;Sul;SC;Irati;Oeste Catarinense;17606,31
4434;Sul;SC;Irineópolis;Norte Catarinense;26880,79
4435;Sul;SC;Itá;Oeste Catarinense;38268,38
4436;Sul;SC;Itaiópolis;Norte Catarinense;32745,17
4437;Sul;SC;Itajaí;Vale do Itajaí;103068,37
4438;Sul;SC;Itapema;Vale do Itajaí;27752,25
4439;Sul;SC;Itapiranga;Oeste Catarinense;45189,77
4440;Sul;SC;Itapoá;Norte Catarinense;36917,37
4441;Sul;SC;Ituporanga;Vale do Itajaí;33774,95
4442;Sul;SC;Jaborá;Oeste Catarinense;35538,64
4443;Sul;SC;Jacinto Machado;Sul Catarinense;30211,94
4444;Sul;SC;Jaguaruna;Sul Catarinense;24239,44
4445;Sul;SC;Jaraguá do Sul;Norte Catarinense;49925,22
4446;Sul;SC;Jardinópolis;Oeste Catarinense;23198,6
4447;Sul;SC;Joaçaba;Oeste Catarinense;53259,48
4448;Sul;SC;Joinville;Norte Catarinense;47442,9
4449;Sul;SC;José Boiteux;Vale do Itajaí;22253,16
4450;Sul;SC;Jupiá;Oeste Catarinense;24811,35
4451;Sul;SC;Lacerdópolis;Oeste Catarinense;41334,21
4452;Sul;SC;Lages;Serrana;32011,96
4453;Sul;SC;Laguna;Sul Catarinense;18576,02
4454;Sul;SC;Lajeado Grande;Oeste Catarinense;27094,75
4455;Sul;SC;Laurentino;Vale do Itajaí;37911,29
4456;Sul;SC;Lauro Müller;Sul Catarinense;23447,11
4457;Sul;SC;Lebon Régis;Oeste Catarinense;18425,75
4458;Sul;SC;Leoberto Leal;Grande Florianópolis;29640,02
4459;Sul;SC;Lindóia do Sul;Oeste Catarinense;23718,94
4460;Sul;SC;Lontras;Vale do Itajaí;26684,86
4461;Sul;SC;Luiz Alves;Vale do Itajaí;45995,95
4462;Sul;SC;Luzerna;Oeste Catarinense;27843,14
4463;Sul;SC;Macieira;Oeste Catarinense;23984,48
4464;Sul;SC;Mafra;Norte Catarinense;29691,89
4465;Sul;SC;Major Gercino;Grande Florianópolis;13542,33
4466;Sul;SC;Major Vieira;Norte Catarinense;23206,5
4467;Sul;SC;Maracajá;Sul Catarinense;25351,95
4468;Sul;SC;Maravilha;Oeste Catarinense;42071,65
4469;Sul;SC;Marema;Oeste Catarinense;31692,1
4470;Sul;SC;Massaranduba;Norte Catarinense;35791,94
4471;Sul;SC;Matos Costa;Oeste Catarinense;18525,14
4472;Sul;SC;Meleiro;Sul Catarinense;34345,31
4473;Sul;SC;Mirim Doce;Vale do Itajaí;23225,75
4474;Sul;SC;Modelo;Oeste Catarinense;25774,79
4475;Sul;SC;Mondaí;Oeste Catarinense;50555,54
4476;Sul;SC;Monte Carlo;Serrana;14007,04
4477;Sul;SC;Monte Castelo;Norte Catarinense;18765,23
4478;Sul;SC;Morro da Fumaça;Sul Catarinense;36240,1
4479;Sul;SC;Morro Grande;Sul Catarinense;45739,58
4480;Sul;SC;Navegantes;Vale do Itajaí;53237,11
4481;Sul;SC;Nova Erechim;Oeste Catarinense;31663,29
4482;Sul;SC;Nova Itaberaba;Oeste Catarinense;29151,17
4483;Sul;SC;Nova Trento;Grande Florianópolis;37131,33
4484;Sul;SC;Nova Veneza;Sul Catarinense;47637,55
4485;Sul;SC;Novo Horizonte;Oeste Catarinense;32078,77
4486;Sul;SC;Orleans;Sul Catarinense;42795,88
4487;Sul;SC;Otacílio Costa;Serrana;37986,72
4488;Sul;SC;Ouro;Oeste Catarinense;21722,5
4489;Sul;SC;Ouro Verde;Oeste Catarinense;38411,9
4490;Sul;SC;Paial;Oeste Catarinense;24667,43
4491;Sul;SC;Painel;Serrana;24231,62
4492;Sul;SC;Palhoça;Grande Florianópolis;29298,08
4493;Sul;SC;Palma Sola;Oeste Catarinense;26720,39
4494;Sul;SC;Palmeira;Serrana;41147,02
4495;Sul;SC;Palmitos;Oeste Catarinense;35361,19
4496;Sul;SC;Papanduva;Norte Catarinense;28590,54
4497;Sul;SC;Paraíso;Oeste Catarinense;24582,99
4498;Sul;SC;Passo de Torres;Sul Catarinense;16729,95
4499;Sul;SC;Passos Maia;Oeste Catarinense;32105,44
4500;Sul;SC;Paulo Lopes;Grande Florianópolis;24627,33
4501;Sul;SC;Pedras Grandes;Sul Catarinense;34444,66
4502;Sul;SC;Penha;Vale do Itajaí;21714,92
4503;Sul;SC;Peritiba;Oeste Catarinense;29308,92
4504;Sul;SC;Pescaria Brava;Sul Catarinense;13121,66
4505;Sul;SC;Petrolândia;Vale do Itajaí;27756,51
4506;Sul;SC;Balneário Piçarras;Vale do Itajaí;38340,72
4507;Sul;SC;Pinhalzinho;Oeste Catarinense;52242,72
4508;Sul;SC;Pinheiro Preto;Oeste Catarinense;47633,82
4509;Sul;SC;Piratuba;Oeste Catarinense;159236,66
4510;Sul;SC;Planalto Alegre;Oeste Catarinense;31153,01
4511;Sul;SC;Pomerode;Vale do Itajaí;59345,03
4512;Sul;SC;Ponte Alta;Serrana;23050,77
4513;Sul;SC;Ponte Alta do Norte;Serrana;32287,23
4514;Sul;SC;Ponte Serrada;Oeste Catarinense;19543,57
4515;Sul;SC;Porto Belo;Vale do Itajaí;46556,77
4516;Sul;SC;Porto União;Norte Catarinense;19967,54
4517;Sul;SC;Pouso Redondo;Vale do Itajaí;30698,9
4518;Sul;SC;Praia Grande;Sul Catarinense;21104,28
4519;Sul;SC;Presidente Castello Branco;Oeste Catarinense;28517,51
4520;Sul;SC;Presidente Getúlio;Vale do Itajaí;36814,88
4521;Sul;SC;Presidente Nereu;Vale do Itajaí;23921,18
4522;Sul;SC;Princesa;Oeste Catarinense;23030,68
4523;Sul;SC;Quilombo;Oeste Catarinense;34596,81
4524;Sul;SC;Rancho Queimado;Grande Florianópolis;35864,02
4525;Sul;SC;Rio das Antas;Oeste Catarinense;28317,21
4526;Sul;SC;Rio do Campo;Vale do Itajaí;26958,59
4527;Sul;SC;Rio do Oeste;Vale do Itajaí;26086,09
4528;Sul;SC;Rio dos Cedros;Vale do Itajaí;27137,8
4529;Sul;SC;Rio do Sul;Vale do Itajaí;37165,06
4530;Sul;SC;Rio Fortuna;Sul Catarinense;51596,12
4531;Sul;SC;Rio Negrinho;Norte Catarinense;25989,31
4532;Sul;SC;Rio Rufino;Serrana;20142,27
4533;Sul;SC;Riqueza;Oeste Catarinense;21394,86
4534;Sul;SC;Rodeio;Vale do Itajaí;23836,77
4535;Sul;SC;Romelândia;Oeste Catarinense;16384,6
4536;Sul;SC;Salete;Vale do Itajaí;23666,2
4537;Sul;SC;Saltinho;Oeste Catarinense;18631,33
4538;Sul;SC;Salto Veloso;Oeste Catarinense;36857,43
4539;Sul;SC;Sangão;Sul Catarinense;22941,01
4540;Sul;SC;Santa Cecília;Serrana;25103,36
4541;Sul;SC;Santa Helena;Oeste Catarinense;28456,53
4542;Sul;SC;Santa Rosa de Lima;Sul Catarinense;22561,42
4543;Sul;SC;Santa Rosa do Sul;Sul Catarinense;16352,86
4544;Sul;SC;Santa Terezinha;Norte Catarinense;21806,09
4545;Sul;SC;Santa Terezinha do Progresso;Oeste Catarinense;19342,6
4546;Sul;SC;Santiago do Sul;Oeste Catarinense;24512,3
4547;Sul;SC;Santo Amaro da Imperatriz;Grande Florianópolis;33332,32
4548;Sul;SC;São Bernardino;Oeste Catarinense;23620,78
4549;Sul;SC;São Bento do Sul;Norte Catarinense;36126,71
4550;Sul;SC;São Bonifácio;Grande Florianópolis;21318,1
4551;Sul;SC;São Carlos;Oeste Catarinense;30543,63
4552;Sul;SC;São Cristóvão do Sul;Serrana;27031,82
4553;Sul;SC;São Domingos;Oeste Catarinense;32563,82
4554;Sul;SC;São Francisco do Sul;Norte Catarinense;78766,76
4555;Sul;SC;São João do Oeste;Oeste Catarinense;33793,7
4556;Sul;SC;São João Batista;Grande Florianópolis;24532,34
4557;Sul;SC;São João do Itaperiú;Vale do Itajaí;44969,36
4558;Sul;SC;São João do Sul;Sul Catarinense;25987,74
4559;Sul;SC;São Joaquim;Serrana;32219,5
4560;Sul;SC;São José;Grande Florianópolis;42262,21
4561;Sul;SC;São José do Cedro;Oeste Catarinense;28018,17
4562;Sul;SC;São José do Cerrito;Serrana;26541,76
4563;Sul;SC;São Lourenço do Oeste;Oeste Catarinense;35419,61
4564;Sul;SC;São Ludgero;Sul Catarinense;45063,06
4565;Sul;SC;São Martinho;Sul Catarinense;23347,39
4566;Sul;SC;São Miguel da Boa Vista;Oeste Catarinense;18422,43
4567;Sul;SC;São Miguel do Oeste;Oeste Catarinense;36420,03
4568;Sul;SC;São Pedro de Alcântara;Grande Florianópolis;12692,1
4569;Sul;SC;Saudades;Oeste Catarinense;33593,91
4570;Sul;SC;Schroeder;Norte Catarinense;23824,67
4571;Sul;SC;Seara;Oeste Catarinense;46370,69
4572;Sul;SC;Serra Alta;Oeste Catarinense;23441,82
4573;Sul;SC;Siderópolis;Sul Catarinense;32998,94
4574;Sul;SC;Sombrio;Sul Catarinense;25286,14
4575;Sul;SC;Sul Brasil;Oeste Catarinense;20183,65
4576;Sul;SC;Taió;Vale do Itajaí;31407,39
4577;Sul;SC;Tangará;Oeste Catarinense;47139,92
4578;Sul;SC;Tigrinhos;Oeste Catarinense;22223,34
4579;Sul;SC;Tijucas;Grande Florianópolis;39711,53
4580;Sul;SC;Timbé do Sul;Sul Catarinense;21402,05
4581;Sul;SC;Timbó;Vale do Itajaí;42803,22
4582;Sul;SC;Timbó Grande;Norte Catarinense;24124,11
4583;Sul;SC;Três Barras;Norte Catarinense;54489,79
4584;Sul;SC;Treviso;Sul Catarinense;55797,59
4585;Sul;SC;Treze de Maio;Sul Catarinense;20243,97
4586;Sul;SC;Treze Tílias;Oeste Catarinense;81477,73
4587;Sul;SC;Trombudo Central;Vale do Itajaí;32221,92
4588;Sul;SC;Tubarão;Sul Catarinense;33649,56
4589;Sul;SC;Tunápolis;Oeste Catarinense;25901,13
4590;Sul;SC;Turvo;Sul Catarinense;40640,63
4591;Sul;SC;União do Oeste;Oeste Catarinense;23335,42
4592;Sul;SC;Urubici;Serrana;20760,8
4593;Sul;SC;Urupema;Serrana;27626,73
4594;Sul;SC;Urussanga;Sul Catarinense;37504,97
4595;Sul;SC;Vargeão;Oeste Catarinense;37064,4
4596;Sul;SC;Vargem;Serrana;23396,61
4597;Sul;SC;Vargem Bonita;Oeste Catarinense;83563,22
4598;Sul;SC;Vidal Ramos;Vale do Itajaí;39349,76
4599;Sul;SC;Videira;Oeste Catarinense;42364,49
4600;Sul;SC;Vitor Meireles;Vale do Itajaí;23314,81
4601;Sul;SC;Witmarsum;Vale do Itajaí;30881,48
4602;Sul;SC;Xanxerê;Oeste Catarinense;32237,14
4603;Sul;SC;Xavantina;Oeste Catarinense;45607,66
4604;Sul;SC;Xaxim;Oeste Catarinense;32943,06
4605;Sul;SC;Zortéa;Serrana;20936,02
4606;Sul;SC;Balneário Rincão;Sul Catarinense;17168,62
4607;Sul;RS;Aceguá;Sudoeste Rio-grandense;55081,87
4608;Sul;RS;Água Santa;Noroeste Rio-grandense;66989,56
4609;Sul;RS;Agudo;Centro Ocidental Rio-grandense;28455,96
4610;Sul;RS;Ajuricaba;Noroeste Rio-grandense;34772,75
4611;Sul;RS;Alecrim;Noroeste Rio-grandense;15753,41
4612;Sul;RS;Alegrete;Sudoeste Rio-grandense;25890,38
4613;Sul;RS;Alegria;Noroeste Rio-grandense;25175,9
4614;Sul;RS;Almirante Tamandaré do Sul;Noroeste Rio-grandense;62677,88
4615;Sul;RS;Alpestre;Noroeste Rio-grandense;70927,03
4616;Sul;RS;Alto Alegre;Noroeste Rio-grandense;35425,58
4617;Sul;RS;Alto Feliz;Metropolitana de Porto Alegre;27654,76
4618;Sul;RS;Alvorada;Metropolitana de Porto Alegre;12524,18
4619;Sul;RS;Amaral Ferrador;Sudeste Rio-grandense;15008,24
4620;Sul;RS;Ametista do Sul;Noroeste Rio-grandense;13164,88
4621;Sul;RS;André da Rocha;Nordeste Rio-grandense;77749,08
4622;Sul;RS;Anta Gorda;Nordeste Rio-grandense;32538,5
4623;Sul;RS;Antônio Prado;Nordeste Rio-grandense;40496,71
4624;Sul;RS;Arambaré;Metropolitana de Porto Alegre;38201,48
4625;Sul;RS;Araricá;Metropolitana de Porto Alegre;26766,37
4626;Sul;RS;Aratiba;Noroeste Rio-grandense;133833,9
4627;Sul;RS;Arroio do Meio;Centro Oriental Rio-grandense;52217,83
4628;Sul;RS;Arroio do Sal;Metropolitana de Porto Alegre;24638,41
4629;Sul;RS;Arroio do Padre;Sudeste Rio-grandense;20140,95
4630;Sul;RS;Arroio dos Ratos;Metropolitana de Porto Alegre;16592,98
4631;Sul;RS;Arroio do Tigre;Centro Oriental Rio-grandense;24995,39
4632;Sul;RS;Arroio Grande;Sudeste Rio-grandense;32643,03
4633;Sul;RS;Arvorezinha;Nordeste Rio-grandense;24221,72
4634;Sul;RS;Augusto Pestana;Noroeste Rio-grandense;41440,73
4635;Sul;RS;Áurea;Noroeste Rio-grandense;26082,49
4636;Sul;RS;Bagé;Sudoeste Rio-grandense;24601,29
4637;Sul;RS;Balneário Pinhal;Metropolitana de Porto Alegre;17299,55
4638;Sul;RS;Barão;Metropolitana de Porto Alegre;28395,89
4639;Sul;RS;Barão de Cotegipe;Noroeste Rio-grandense;30461,89
4640;Sul;RS;Barão do Triunfo;Metropolitana de Porto Alegre;15355,95
4641;Sul;RS;Barracão;Noroeste Rio-grandense;33927,08
4642;Sul;RS;Barra do Guarita;Noroeste Rio-grandense;12939,6
4643;Sul;RS;Barra do Quaraí;Sudoeste Rio-grandense;47852,46
4644;Sul;RS;Barra do Ribeiro;Metropolitana de Porto Alegre;24744,99
4645;Sul;RS;Barra do Rio Azul;Noroeste Rio-grandense;25296,31
4646;Sul;RS;Barra Funda;Noroeste Rio-grandense;45126,69
4647;Sul;RS;Barros Cassal;Noroeste Rio-grandense;16702,47
4648;Sul;RS;Benjamin Constant do Sul;Noroeste Rio-grandense;13680,22
4649;Sul;RS;Bento Gonçalves;Nordeste Rio-grandense;48069,12
4650;Sul;RS;Boa Vista das Missões;Noroeste Rio-grandense;52738,78
4651;Sul;RS;Boa Vista do Buricá;Noroeste Rio-grandense;28337,96
4652;Sul;RS;Boa Vista do Cadeado;Noroeste Rio-grandense;86135,32
4653;Sul;RS;Boa Vista do Incra;Noroeste Rio-grandense;60828,85
4654;Sul;RS;Boa Vista do Sul;Nordeste Rio-grandense;25679,93
4655;Sul;RS;Bom Jesus;Nordeste Rio-grandense;25929,56
4656;Sul;RS;Bom Princípio;Metropolitana de Porto Alegre;40561,86
4657;Sul;RS;Bom Progresso;Noroeste Rio-grandense;24099,79
4658;Sul;RS;Bom Retiro do Sul;Centro Oriental Rio-grandense;21561,41
4659;Sul;RS;Boqueirão do Leão;Centro Oriental Rio-grandense;16856,95
4660;Sul;RS;Bossoroca;Noroeste Rio-grandense;40024,29
4661;Sul;RS;Bozano;Noroeste Rio-grandense;47342,47
4662;Sul;RS;Braga;Noroeste Rio-grandense;20880,99
4663;Sul;RS;Brochier;Metropolitana de Porto Alegre;17390,55
4664;Sul;RS;Butiá;Metropolitana de Porto Alegre;20409,85
4665;Sul;RS;Caçapava do Sul;Sudeste Rio-grandense;23553,41
4666;Sul;RS;Cacequi;Centro Ocidental Rio-grandense;23695,04
4667;Sul;RS;Cachoeira do Sul;Centro Oriental Rio-grandense;26888,12
4668;Sul;RS;Cachoeirinha;Metropolitana de Porto Alegre;38959,54
4669;Sul;RS;Cacique Doble;Noroeste Rio-grandense;18829,8
4670;Sul;RS;Caibaté;Noroeste Rio-grandense;31572,47
4671;Sul;RS;Caiçara;Noroeste Rio-grandense;19234,91
4672;Sul;RS;Camaquã;Metropolitana de Porto Alegre;30617,83
4673;Sul;RS;Camargo;Noroeste Rio-grandense;61001,38
4674;Sul;RS;Cambará do Sul;Nordeste Rio-grandense;22252,48
4675;Sul;RS;Campestre da Serra;Nordeste Rio-grandense;43145,21
4676;Sul;RS;Campina das Missões;Noroeste Rio-grandense;24414,54
4677;Sul;RS;Campinas do Sul;Noroeste Rio-grandense;34165,71
4678;Sul;RS;Campo Bom;Metropolitana de Porto Alegre;43365,16
4679;Sul;RS;Campo Novo;Noroeste Rio-grandense;36825,17
4680;Sul;RS;Campos Borges;Noroeste Rio-grandense;24598,31
4681;Sul;RS;Candelária;Centro Oriental Rio-grandense;24459,76
4682;Sul;RS;Cândido Godói;Noroeste Rio-grandense;34009,61
4683;Sul;RS;Candiota;Sudeste Rio-grandense;53684,81
4684;Sul;RS;Canela;Metropolitana de Porto Alegre;23256,35
4685;Sul;RS;Canguçu;Sudeste Rio-grandense;20327,86
4686;Sul;RS;Canoas;Metropolitana de Porto Alegre;55103,53
4687;Sul;RS;Canudos do Vale;Centro Oriental Rio-grandense;23219,64
4688;Sul;RS;Capão Bonito do Sul;Nordeste Rio-grandense;81518,2
4689;Sul;RS;Capão da Canoa;Metropolitana de Porto Alegre;29783,96
4690;Sul;RS;Capão do Cipó;Centro Ocidental Rio-grandense;70151,94
4691;Sul;RS;Capão do Leão;Sudeste Rio-grandense;21267,98
4692;Sul;RS;Capivari do Sul;Metropolitana de Porto Alegre;50947,66
4693;Sul;RS;Capela de Santana;Metropolitana de Porto Alegre;17250,61
4694;Sul;RS;Capitão;Centro Oriental Rio-grandense;24419,89
4695;Sul;RS;Carazinho;Noroeste Rio-grandense;41895,88
4696;Sul;RS;Caraá;Metropolitana de Porto Alegre;12823,46
4697;Sul;RS;Carlos Barbosa;Nordeste Rio-grandense;78474,36
4698;Sul;RS;Carlos Gomes;Noroeste Rio-grandense;21371,17
4699;Sul;RS;Casca;Noroeste Rio-grandense;44938,46
4700;Sul;RS;Caseiros;Noroeste Rio-grandense;37685,28
4701;Sul;RS;Catuípe;Noroeste Rio-grandense;35430,14
4702;Sul;RS;Caxias do Sul;Nordeste Rio-grandense;44927,71
4703;Sul;RS;Centenário;Noroeste Rio-grandense;23015,25
4704;Sul;RS;Cerrito;Sudeste Rio-grandense;15361,39
4705;Sul;RS;Cerro Branco;Centro Oriental Rio-grandense;15833,17
4706;Sul;RS;Cerro Grande;Noroeste Rio-grandense;18986,33
4707;Sul;RS;Cerro Grande do Sul;Metropolitana de Porto Alegre;14599,54
4708;Sul;RS;Cerro Largo;Noroeste Rio-grandense;45546,26
4709;Sul;RS;Chapada;Noroeste Rio-grandense;45523,33
4710;Sul;RS;Charqueadas;Metropolitana de Porto Alegre;27018,08
4711;Sul;RS;Charrua;Noroeste Rio-grandense;20331,28
4712;Sul;RS;Chiapetta;Noroeste Rio-grandense;49021,88
4713;Sul;RS;Chuí;Sudeste Rio-grandense;37264,87
4714;Sul;RS;Chuvisca;Metropolitana de Porto Alegre;19514,97
4715;Sul;RS;Cidreira;Metropolitana de Porto Alegre;18943,63
4716;Sul;RS;Ciríaco;Noroeste Rio-grandense;24263,9
4717;Sul;RS;Colinas;Centro Oriental Rio-grandense;27240,66
4718;Sul;RS;Colorado;Noroeste Rio-grandense;49547,65
4719;Sul;RS;Condor;Noroeste Rio-grandense;45889,39
4720;Sul;RS;Constantina;Noroeste Rio-grandense;26665,57
4721;Sul;RS;Coqueiro Baixo;Centro Oriental Rio-grandense;20988,35
4722;Sul;RS;Coqueiros do Sul;Noroeste Rio-grandense;42178,47
4723;Sul;RS;Coronel Barros;Noroeste Rio-grandense;55365,8
4724;Sul;RS;Coronel Bicaco;Noroeste Rio-grandense;33910,1
4725;Sul;RS;Coronel Pilar;Nordeste Rio-grandense;22379,89
4726;Sul;RS;Cotiporã;Nordeste Rio-grandense;36459,18
4727;Sul;RS;Coxilha;Noroeste Rio-grandense;69891,17
4728;Sul;RS;Crissiumal;Noroeste Rio-grandense;23268,7
4729;Sul;RS;Cristal;Sudeste Rio-grandense;25256,34
4730;Sul;RS;Cristal do Sul;Noroeste Rio-grandense;17422,81
4731;Sul;RS;Cruz Alta;Noroeste Rio-grandense;50248,02
4732;Sul;RS;Cruzaltense;Noroeste Rio-grandense;33555,4
4733;Sul;RS;Cruzeiro do Sul;Centro Oriental Rio-grandense;28450,97
4734;Sul;RS;David Canabarro;Noroeste Rio-grandense;24847,17
4735;Sul;RS;Derrubadas;Noroeste Rio-grandense;24725,76
4736;Sul;RS;Dezesseis de Novembro;Noroeste Rio-grandense;13721,7
4737;Sul;RS;Dilermando de Aguiar;Centro Ocidental Rio-grandense;34353,41
4738;Sul;RS;Dois Irmãos;Metropolitana de Porto Alegre;54907,61
4739;Sul;RS;Dois Irmãos das Missões;Noroeste Rio-grandense;47496,99
4740;Sul;RS;Dois Lajeados;Nordeste Rio-grandense;27065,82
4741;Sul;RS;Dom Feliciano;Metropolitana de Porto Alegre;16325,01
4742;Sul;RS;Dom Pedro de Alcântara;Metropolitana de Porto Alegre;21466,88
4743;Sul;RS;Dom Pedrito;Sudoeste Rio-grandense;34239,22
4744;Sul;RS;Dona Francisca;Centro Ocidental Rio-grandense;21879,9
4745;Sul;RS;Doutor Maurício Cardoso;Noroeste Rio-grandense;34151,55
4746;Sul;RS;Doutor Ricardo;Centro Oriental Rio-grandense;25195,69
4747;Sul;RS;Eldorado do Sul;Metropolitana de Porto Alegre;41214,19
4748;Sul;RS;Encantado;Centro Oriental Rio-grandense;37373,95
4749;Sul;RS;Encruzilhada do Sul;Sudeste Rio-grandense;20706,73
4750;Sul;RS;Engenho Velho;Noroeste Rio-grandense;35584,26
4751;Sul;RS;Entre-Ijuís;Noroeste Rio-grandense;38164,7
4752;Sul;RS;Entre Rios do Sul;Noroeste Rio-grandense;63536,03
4753;Sul;RS;Erebango;Noroeste Rio-grandense;33673,7
4754;Sul;RS;Erechim;Noroeste Rio-grandense;43354,43
4755;Sul;RS;Ernestina;Noroeste Rio-grandense;40673,82
4756;Sul;RS;Herval;Sudeste Rio-grandense;20122,72
4757;Sul;RS;Erval Grande;Noroeste Rio-grandense;17705,26
4758;Sul;RS;Erval Seco;Noroeste Rio-grandense;30071,32
4759;Sul;RS;Esmeralda;Nordeste Rio-grandense;54026,83
4760;Sul;RS;Esperança do Sul;Noroeste Rio-grandense;21331,51
4761;Sul;RS;Espumoso;Noroeste Rio-grandense;42125,28
4762;Sul;RS;Estação;Noroeste Rio-grandense;52314,2
4763;Sul;RS;Estância Velha;Metropolitana de Porto Alegre;27707,5
4764;Sul;RS;Esteio;Metropolitana de Porto Alegre;37789,87
4765;Sul;RS;Estrela;Centro Oriental Rio-grandense;38479,65
4766;Sul;RS;Estrela Velha;Centro Oriental Rio-grandense;33653,36
4767;Sul;RS;Eugênio de Castro;Noroeste Rio-grandense;64599
4768;Sul;RS;Fagundes Varela;Nordeste Rio-grandense;28868,59
4769;Sul;RS;Farroupilha;Nordeste Rio-grandense;45466,72
4770;Sul;RS;Faxinal do Soturno;Centro Ocidental Rio-grandense;26977,44
4771;Sul;RS;Faxinalzinho;Noroeste Rio-grandense;22295,82
4772;Sul;RS;Fazenda Vilanova;Centro Oriental Rio-grandense;27434
4773;Sul;RS;Feliz;Metropolitana de Porto Alegre;30352,88
4774;Sul;RS;Flores da Cunha;Nordeste Rio-grandense;50038,24
4775;Sul;RS;Floriano Peixoto;Noroeste Rio-grandense;25691,08
4776;Sul;RS;Fontoura Xavier;Noroeste Rio-grandense;17203,82
4777;Sul;RS;Formigueiro;Centro Ocidental Rio-grandense;25817,71
4778;Sul;RS;Forquetinha;Centro Oriental Rio-grandense;16160,46
4779;Sul;RS;Fortaleza dos Valos;Noroeste Rio-grandense;53997,7
4780;Sul;RS;Frederico Westphalen;Noroeste Rio-grandense;34087,29
4781;Sul;RS;Garibaldi;Nordeste Rio-grandense;53912,14
4782;Sul;RS;Garruchos;Sudoeste Rio-grandense;32165,06
4783;Sul;RS;Gaurama;Noroeste Rio-grandense;39136
4784;Sul;RS;General Câmara;Metropolitana de Porto Alegre;17450,41
4785;Sul;RS;Gentil;Noroeste Rio-grandense;58161,95
4786;Sul;RS;Getúlio Vargas;Noroeste Rio-grandense;29949,64
4787;Sul;RS;Giruá;Noroeste Rio-grandense;37315,75
4788;Sul;RS;Glorinha;Metropolitana de Porto Alegre;44378,89
4789;Sul;RS;Gramado;Metropolitana de Porto Alegre;49078,69
4790;Sul;RS;Gramado dos Loureiros;Noroeste Rio-grandense;19072,45
4791;Sul;RS;Gramado Xavier;Centro Oriental Rio-grandense;19383,29
4792;Sul;RS;Gravataí;Metropolitana de Porto Alegre;45089,08
4793;Sul;RS;Guabiju;Nordeste Rio-grandense;42198,74
4794;Sul;RS;Guaíba;Metropolitana de Porto Alegre;56669,84
4795;Sul;RS;Guaporé;Nordeste Rio-grandense;33362,69
4796;Sul;RS;Guarani das Missões;Noroeste Rio-grandense;37151,92
4797;Sul;RS;Harmonia;Metropolitana de Porto Alegre;34308,46
4798;Sul;RS;Herveiras;Centro Oriental Rio-grandense;20538,29
4799;Sul;RS;Horizontina;Noroeste Rio-grandense;81910,12
4800;Sul;RS;Hulha Negra;Sudoeste Rio-grandense;24316,6
4801;Sul;RS;Humaitá;Noroeste Rio-grandense;27580,56
4802;Sul;RS;Ibarama;Centro Oriental Rio-grandense;19480,54
4803;Sul;RS;Ibiaçá;Noroeste Rio-grandense;39763,14
4804;Sul;RS;Ibiraiaras;Noroeste Rio-grandense;31990,31
4805;Sul;RS;Ibirapuitã;Noroeste Rio-grandense;22915,39
4806;Sul;RS;Ibirubá;Noroeste Rio-grandense;44413,47
4807;Sul;RS;Igrejinha;Metropolitana de Porto Alegre;45664,66
4808;Sul;RS;Ijuí;Noroeste Rio-grandense;38341,14
4809;Sul;RS;Ilópolis;Nordeste Rio-grandense;26520,62
4810;Sul;RS;Imbé;Metropolitana de Porto Alegre;23398,58
4811;Sul;RS;Imigrante;Centro Oriental Rio-grandense;57304,65
4812;Sul;RS;Independência;Noroeste Rio-grandense;33073,12
4813;Sul;RS;Inhacorá;Noroeste Rio-grandense;25308,63
4814;Sul;RS;Ipê;Nordeste Rio-grandense;30261,15
4815;Sul;RS;Ipiranga do Sul;Noroeste Rio-grandense;43163,38
4816;Sul;RS;Iraí;Noroeste Rio-grandense;22082,63
4817;Sul;RS;Itaara;Centro Ocidental Rio-grandense;16406,44
4818;Sul;RS;Itacurubi;Centro Ocidental Rio-grandense;24669,41
4819;Sul;RS;Itapuca;Nordeste Rio-grandense;23325,95
4820;Sul;RS;Itaqui;Sudoeste Rio-grandense;34314,16
4821;Sul;RS;Itati;Metropolitana de Porto Alegre;23372,68
4822;Sul;RS;Itatiba do Sul;Noroeste Rio-grandense;16583,61
4823;Sul;RS;Ivorá;Centro Ocidental Rio-grandense;23078,92
4824;Sul;RS;Ivoti;Metropolitana de Porto Alegre;40144,18
4825;Sul;RS;Jaboticaba;Noroeste Rio-grandense;21049,72
4826;Sul;RS;Jacuizinho;Noroeste Rio-grandense;37105,82
4827;Sul;RS;Jacutinga;Noroeste Rio-grandense;31536,49
4828;Sul;RS;Jaguarão;Sudeste Rio-grandense;25658,02
4829;Sul;RS;Jaguari;Centro Ocidental Rio-grandense;20831,62
4830;Sul;RS;Jaquirana;Nordeste Rio-grandense;16726,62
4831;Sul;RS;Jari;Centro Ocidental Rio-grandense;48481,71
4832;Sul;RS;Jóia;Noroeste Rio-grandense;46834,89
4833;Sul;RS;Júlio de Castilhos;Centro Ocidental Rio-grandense;52616,78
4834;Sul;RS;Lagoa Bonita do Sul;Centro Oriental Rio-grandense;21032,21
4835;Sul;RS;Lagoão;Noroeste Rio-grandense;16035,29
4836;Sul;RS;Lagoa dos Três Cantos;Noroeste Rio-grandense;45801,89
