ord;regiaopais;estado;municipio;mesorregiao;pib
1;Norte;RO;Alta Floresta D'Oeste;Leste Rondoniense;19611,75
2;Norte;RO;Ariquemes;Leste Rondoniense;21389,67
3;Norte;RO;Cabixi;Leste Rondoniense;22315,8
4;Norte;RO;Cacoal;Leste Rondoniense;24037,91
5;Norte;RO;Cerejeiras;Leste Rondoniense;25009,71
6;Norte;RO;Colorado do Oeste;Leste Rondoniense;18413,74
7;Norte;RO;Corumbiara;Leste Rondoniense;38156,05
8;Norte;RO;Costa Marques;Madeira-Guaporé;12413,35
9;Norte;RO;Espigão D'Oeste;Leste Rondoniense;17498,71
10;Norte;RO;Guajará-Mirim;Madeira-Guaporé;16955,8
11;Norte;RO;Jaru;Leste Rondoniense;25301,65
12;Norte;RO;Ji-Paraná;Leste Rondoniense;22814,71
13;Norte;RO;Machadinho D'Oeste;Leste Rondoniense;15724,6
14;Norte;RO;Nova Brasilândia D'Oeste;Leste Rondoniense;16598,42
15;Norte;RO;Ouro Preto do Oeste;Leste Rondoniense;19560,69
16;Norte;RO;Pimenta Bueno;Leste Rondoniense;28288,63
17;Norte;RO;Porto Velho;Madeira-Guaporé;31793,2
18;Norte;RO;Presidente Médici;Leste Rondoniense;18760,18
19;Norte;RO;Rio Crespo;Leste Rondoniense;27767,17
20;Norte;RO;Rolim de Moura;Leste Rondoniense;22734,08
21;Norte;RO;Santa Luzia D'Oeste;Leste Rondoniense;19347,7
22;Norte;RO;Vilhena;Leste Rondoniense;26723,64
23;Norte;RO;São Miguel do Guaporé;Leste Rondoniense;26876,64
24;Norte;RO;Nova Mamoré;Madeira-Guaporé;16372,8
25;Norte;RO;Alvorada D'Oeste;Leste Rondoniense;15685,89
26;Norte;RO;Alto Alegre dos Parecis;Leste Rondoniense;23883,26
27;Norte;RO;Alto Paraíso;Leste Rondoniense;15288,98
28;Norte;RO;Buritis;Madeira-Guaporé;17063,65
29;Norte;RO;Novo Horizonte do Oeste;Leste Rondoniense;16744,93
30;Norte;RO;Cacaulândia;Leste Rondoniense;21793,88
31;Norte;RO;Campo Novo de Rondônia;Madeira-Guaporé;19092,23
32;Norte;RO;Candeias do Jamari;Madeira-Guaporé;21299,57
33;Norte;RO;Castanheiras;Leste Rondoniense;31403,68
34;Norte;RO;Chupinguaia;Leste Rondoniense;26504,59
35;Norte;RO;Cujubim;Madeira-Guaporé;14437,6
36;Norte;RO;Governador Jorge Teixeira;Leste Rondoniense;18740,83
37;Norte;RO;Itapuã do Oeste;Madeira-Guaporé;15599,18
38;Norte;RO;Ministro Andreazza;Leste Rondoniense;20286,44
39;Norte;RO;Mirante da Serra;Leste Rondoniense;17327,2
40;Norte;RO;Monte Negro;Leste Rondoniense;16573,47
41;Norte;RO;Nova União;Leste Rondoniense;15638,4
42;Norte;RO;Parecis;Leste Rondoniense;17343,07
43;Norte;RO;Pimenteiras do Oeste;Leste Rondoniense;41089,77
44;Norte;RO;Primavera de Rondônia;Leste Rondoniense;18573,98
45;Norte;RO;São Felipe D'Oeste;Leste Rondoniense;15204,8
46;Norte;RO;São Francisco do Guaporé;Madeira-Guaporé;17335,87
47;Norte;RO;Seringueiras;Leste Rondoniense;19010,25
48;Norte;RO;Teixeirópolis;Leste Rondoniense;16916,36
49;Norte;RO;Theobroma;Leste Rondoniense;16283,42
50;Norte;RO;Urupá;Leste Rondoniense;15946,09
51;Norte;RO;Vale do Anari;Leste Rondoniense;13523,82
52;Norte;RO;Vale do Paraíso;Leste Rondoniense;17488,31
53;Norte;AC;Acrelândia;Vale do Acre;15984,09
54;Norte;AC;Assis Brasil;Vale do Acre;13132,06
55;Norte;AC;Brasiléia;Vale do Acre;15663,67
56;Norte;AC;Bujari;Vale do Acre;16380,21
57;Norte;AC;Capixaba;Vale do Acre;15354,37
58;Norte;AC;Cruzeiro do Sul;Vale do Juruá;15585,7
59;Norte;AC;Epitaciolândia;Vale do Acre;25139,04
60;Norte;AC;Feijó;Vale do Juruá;10842,72
61;Norte;AC;Jordão;Vale do Juruá;10006,13
62;Norte;AC;Mâncio Lima;Vale do Juruá;10855,28
63;Norte;AC;Manoel Urbano;Vale do Acre;15259,81
64;Norte;AC;Marechal Thaumaturgo;Vale do Juruá;10914,86
65;Norte;AC;Plácido de Castro;Vale do Acre;13030,7
66;Norte;AC;Porto Walter;Vale do Juruá;9927,7
67;Norte;AC;Rio Branco;Vale do Acre;21258,68
68;Norte;AC;Rodrigues Alves;Vale do Juruá;10309,69
69;Norte;AC;Santa Rosa do Purus;Vale do Acre;11439,99
70;Norte;AC;Senador Guiomard;Vale do Acre;16692,58
71;Norte;AC;Sena Madureira;Vale do Acre;11602,31
72;Norte;AC;Tarauacá;Vale do Juruá;11763,89
73;Norte;AC;Xapuri;Vale do Acre;12726,81
74;Norte;AC;Porto Acre;Vale do Acre;13169,3
75;Norte;AM;Alvarães;Centro Amazonense;10000,8
76;Norte;AM;Amaturá;Sudoeste Amazonense;7186,35
77;Norte;AM;Anamã;Centro Amazonense;8330,15
78;Norte;AM;Anori;Centro Amazonense;9549,01
79;Norte;AM;Apuí;Sul Amazonense;9037,65
80;Norte;AM;Atalaia do Norte;Sudoeste Amazonense;7407,49
81;Norte;AM;Autazes;Centro Amazonense;8527,28
82;Norte;AM;Barcelos;Norte Amazonense;5784,23
83;Norte;AM;Barreirinha;Centro Amazonense;7594,06
84;Norte;AM;Benjamin Constant;Sudoeste Amazonense;6766,77
85;Norte;AM;Beruri;Centro Amazonense;7450,96
86;Norte;AM;Boa Vista do Ramos;Centro Amazonense;6794,72
87;Norte;AM;Boca do Acre;Sul Amazonense;10668,3
88;Norte;AM;Borba;Sul Amazonense;7313,77
89;Norte;AM;Caapiranga;Centro Amazonense;11101,73
90;Norte;AM;Canutama;Sul Amazonense;6646,31
91;Norte;AM;Carauari;Sudoeste Amazonense;10074,99
92;Norte;AM;Careiro;Centro Amazonense;7283,11
93;Norte;AM;Careiro da Várzea;Centro Amazonense;10730,33
94;Norte;AM;Coari;Centro Amazonense;15580,35
95;Norte;AM;Codajás;Centro Amazonense;16683,01
96;Norte;AM;Eirunepé;Sudoeste Amazonense;12431,91
97;Norte;AM;Envira;Sudoeste Amazonense;7627,76
98;Norte;AM;Fonte Boa;Sudoeste Amazonense;8507,12
99;Norte;AM;Guajará;Sudoeste Amazonense;7088,42
100;Norte;AM;Humaitá;Sul Amazonense;10400,5
101;Norte;AM;Ipixuna;Sudoeste Amazonense;4942,15
102;Norte;AM;Iranduba;Centro Amazonense;14857,91
103;Norte;AM;Itacoatiara;Centro Amazonense;19817,09
104;Norte;AM;Itamarati;Sudoeste Amazonense;11536,94
105;Norte;AM;Itapiranga;Centro Amazonense;11789,2
106;Norte;AM;Japurá;Norte Amazonense;14735,73
107;Norte;AM;Juruá;Sudoeste Amazonense;7145,78
108;Norte;AM;Jutaí;Sudoeste Amazonense;13794,17
109;Norte;AM;Lábrea;Sul Amazonense;11033,02
110;Norte;AM;Manacapuru;Centro Amazonense;15811,37
111;Norte;AM;Manaquiri;Centro Amazonense;7806,29
112;Norte;AM;Manaus;Centro Amazonense;34362,71
113;Norte;AM;Manicoré;Sul Amazonense;9065,26
114;Norte;AM;Maraã;Norte Amazonense;8325,67
115;Norte;AM;Maués;Centro Amazonense;7376,44
116;Norte;AM;Nhamundá;Centro Amazonense;6797,78
117;Norte;AM;Nova Olinda do Norte;Centro Amazonense;6427,28
118;Norte;AM;Novo Airão;Norte Amazonense;7076,84
119;Norte;AM;Novo Aripuanã;Sul Amazonense;7288,37
120;Norte;AM;Parintins;Centro Amazonense;9593,89
121;Norte;AM;Pauini;Sul Amazonense;7690,77
122;Norte;AM;Presidente Figueiredo;Centro Amazonense;12865,72
123;Norte;AM;Rio Preto da Eva;Centro Amazonense;11994,12
124;Norte;AM;Santa Isabel do Rio Negro;Norte Amazonense;5159,77
125;Norte;AM;Santo Antônio do Içá;Sudoeste Amazonense;7477,54
126;Norte;AM;São Gabriel da Cachoeira;Norte Amazonense;7037,06
127;Norte;AM;São Paulo de Olivença;Sudoeste Amazonense;6186,16
128;Norte;AM;São Sebastião do Uatumã;Centro Amazonense;7566,82
129;Norte;AM;Silves;Centro Amazonense;10453,73
130;Norte;AM;Tabatinga;Sudoeste Amazonense;7255,96
131;Norte;AM;Tapauá;Sul Amazonense;18896,71
132;Norte;AM;Tefé;Centro Amazonense;12008,83
133;Norte;AM;Tonantins;Sudoeste Amazonense;6591,02
134;Norte;AM;Uarini;Centro Amazonense;13881,45
135;Norte;AM;Urucará;Centro Amazonense;17566,03
136;Norte;AM;Urucurituba;Centro Amazonense;6450,77
137;Norte;RR;Amajari;Norte de Roraima;14119,38
138;Norte;RR;Alto Alegre;Norte de Roraima;17453,31
139;Norte;RR;Boa Vista;Norte de Roraima;26924,03
140;Norte;RR;Bonfim;Norte de Roraima;22359,75
141;Norte;RR;Cantá;Norte de Roraima;14684,91
142;Norte;RR;Caracaraí;Sul de Roraima;16852,66
143;Norte;RR;Caroebe;Sul de Roraima;17175,63
144;Norte;RR;Iracema;Sul de Roraima;13932,51
145;Norte;RR;Mucajaí;Sul de Roraima;17804,2
146;Norte;RR;Normandia;Norte de Roraima;14108,2
147;Norte;RR;Pacaraima;Norte de Roraima;13880,7
148;Norte;RR;Rorainópolis;Sul de Roraima;18832,65
149;Norte;RR;São João da Baliza;Sul de Roraima;20041,66
150;Norte;RR;São Luiz;Sul de Roraima;15710,68
151;Norte;RR;Uiramutã;Norte de Roraima;11847,26
152;Norte;PA;Abaetetuba;Nordeste Paraense;8718,18
153;Norte;PA;Abel Figueiredo;Sudeste Paraense;11151,27
154;Norte;PA;Acará;Nordeste Paraense;17231,44
155;Norte;PA;Afuá;Marajó;9392,33
156;Norte;PA;Água Azul do Norte;Sudeste Paraense;16599,28
157;Norte;PA;Alenquer;Baixo Amazonas;11027,84
158;Norte;PA;Almeirim;Baixo Amazonas;20064,73
159;Norte;PA;Altamira;Sudoeste Paraense;22439,9
160;Norte;PA;Anajás;Marajó;7191,73
161;Norte;PA;Ananindeua;Metropolitana de Belém;13523,96
162;Norte;PA;Anapu;Sudoeste Paraense;12961,42
163;Norte;PA;Augusto Corrêa;Nordeste Paraense;7438,97
164;Norte;PA;Aurora do Pará;Nordeste Paraense;9103,49
165;Norte;PA;Aveiro;Sudoeste Paraense;9074,85
166;Norte;PA;Bagre;Marajó;5912,55
167;Norte;PA;Baião;Nordeste Paraense;7733,49
168;Norte;PA;Bannach;Sudeste Paraense;23894,69
169;Norte;PA;Barcarena;Metropolitana de Belém;39732,6
170;Norte;PA;Belém;Metropolitana de Belém;20821,46
171;Norte;PA;Belterra;Baixo Amazonas;9163,66
172;Norte;PA;Benevides;Metropolitana de Belém;22854,31
173;Norte;PA;Bom Jesus do Tocantins;Sudeste Paraense;9967,05
174;Norte;PA;Bonito;Nordeste Paraense;8603,89
175;Norte;PA;Bragança;Nordeste Paraense;8985,82
176;Norte;PA;Brasil Novo;Sudoeste Paraense;16342,1
177;Norte;PA;Brejo Grande do Araguaia;Sudeste Paraense;11218,3
178;Norte;PA;Breu Branco;Sudeste Paraense;9040,32
179;Norte;PA;Breves;Marajó;7440,6
180;Norte;PA;Bujaru;Metropolitana de Belém;17606,32
181;Norte;PA;Cachoeira do Piriá;Nordeste Paraense;5709,4
182;Norte;PA;Cachoeira do Arari;Marajó;7463,35
183;Norte;PA;Cametá;Nordeste Paraense;8825,69
184;Norte;PA;Canaã dos Carajás;Sudeste Paraense;113457,46
185;Norte;PA;Capanema;Nordeste Paraense;14405,82
186;Norte;PA;Capitão Poço;Nordeste Paraense;8591,87
187;Norte;PA;Castanhal;Metropolitana de Belém;19242,51
188;Norte;PA;Chaves;Marajó;7864,44
189;Norte;PA;Colares;Nordeste Paraense;6721,94
190;Norte;PA;Conceição do Araguaia;Sudeste Paraense;12010,94
191;Norte;PA;Concórdia do Pará;Nordeste Paraense;9024,66
192;Norte;PA;Cumaru do Norte;Sudeste Paraense;21036,8
193;Norte;PA;Curionópolis;Sudeste Paraense;49264,26
194;Norte;PA;Curralinho;Marajó;18840,76
195;Norte;PA;Curuá;Baixo Amazonas;8641,05
196;Norte;PA;Curuçá;Nordeste Paraense;7090,39
197;Norte;PA;Dom Eliseu;Sudeste Paraense;11706,68
198;Norte;PA;Eldorado do Carajás;Sudeste Paraense;10924,03
199;Norte;PA;Faro;Baixo Amazonas;8060,87
200;Norte;PA;Floresta do Araguaia;Sudeste Paraense;12642,21
201;Norte;PA;Garrafão do Norte;Nordeste Paraense;9553,41
202;Norte;PA;Goianésia do Pará;Sudeste Paraense;9492,97
203;Norte;PA;Gurupá;Marajó;7104,38
204;Norte;PA;Igarapé-Açu;Nordeste Paraense;8064,49
205;Norte;PA;Igarapé-Miri;Nordeste Paraense;6176,38
206;Norte;PA;Inhangapi;Metropolitana de Belém;10068,9
207;Norte;PA;Ipixuna do Pará;Nordeste Paraense;8692,03
208;Norte;PA;Irituia;Nordeste Paraense;6854,94
209;Norte;PA;Itaituba;Sudoeste Paraense;17971,96
210;Norte;PA;Itupiranga;Sudeste Paraense;10811,45
211;Norte;PA;Jacareacanga;Sudoeste Paraense;40653,91
212;Norte;PA;Jacundá;Sudeste Paraense;8503,84
213;Norte;PA;Juruti;Baixo Amazonas;18567,55
214;Norte;PA;Limoeiro do Ajuru;Nordeste Paraense;16120,18
215;Norte;PA;Mãe do Rio;Nordeste Paraense;10012,17
216;Norte;PA;Magalhães Barata;Nordeste Paraense;9056,52
217;Norte;PA;Marabá;Sudeste Paraense;31650,18
218;Norte;PA;Maracanã;Nordeste Paraense;7639,88
219;Norte;PA;Marapanim;Nordeste Paraense;8030,68
220;Norte;PA;Marituba;Metropolitana de Belém;13984,01
221;Norte;PA;Medicilândia;Sudoeste Paraense;18901,74
222;Norte;PA;Melgaço;Marajó;6312,82
223;Norte;PA;Mocajuba;Nordeste Paraense;10124,09
224;Norte;PA;Moju;Nordeste Paraense;11179,94
225;Norte;PA;Mojuí dos Campos;Baixo Amazonas;9919,95
226;Norte;PA;Monte Alegre;Baixo Amazonas;12223,18
227;Norte;PA;Muaná;Marajó;6657,43
228;Norte;PA;Nova Esperança do Piriá;Nordeste Paraense;10371,15
229;Norte;PA;Nova Ipixuna;Sudeste Paraense;8445,15
230;Norte;PA;Nova Timboteua;Nordeste Paraense;8224,19
231;Norte;PA;Novo Progresso;Sudoeste Paraense;24268,79
232;Norte;PA;Novo Repartimento;Sudeste Paraense;11380,39
233;Norte;PA;Óbidos;Baixo Amazonas;12310,7
234;Norte;PA;Oeiras do Pará;Nordeste Paraense;13655,17
235;Norte;PA;Oriximiná;Baixo Amazonas;23921,23
236;Norte;PA;Ourém;Nordeste Paraense;10824,81
237;Norte;PA;Ourilândia do Norte;Sudeste Paraense;16924,51
238;Norte;PA;Pacajá;Sudoeste Paraense;12516,6
239;Norte;PA;Palestina do Pará;Sudeste Paraense;8939,88
240;Norte;PA;Paragominas;Sudeste Paraense;26810,43
241;Norte;PA;Parauapebas;Sudeste Paraense;91086,52
242;Norte;PA;Pau D'Arco;Sudeste Paraense;13927,32
243;Norte;PA;Peixe-Boi;Nordeste Paraense;6732,02
244;Norte;PA;Piçarra;Sudeste Paraense;15892,13
245;Norte;PA;Placas;Baixo Amazonas;8497,74
246;Norte;PA;Ponta de Pedras;Marajó;7034,17
247;Norte;PA;Portel;Marajó;10742,76
248;Norte;PA;Porto de Moz;Baixo Amazonas;7400,22
249;Norte;PA;Prainha;Baixo Amazonas;10407,78
250;Norte;PA;Primavera;Nordeste Paraense;14168,83
251;Norte;PA;Quatipuru;Nordeste Paraense;6847,38
252;Norte;PA;Redenção;Sudeste Paraense;20614,79
253;Norte;PA;Rio Maria;Sudeste Paraense;26908,76
254;Norte;PA;Rondon do Pará;Sudeste Paraense;10220,71
255;Norte;PA;Rurópolis;Sudoeste Paraense;7315,67
256;Norte;PA;Salinópolis;Nordeste Paraense;10739,97
257;Norte;PA;Salvaterra;Marajó;7176,74
258;Norte;PA;Santa Bárbara do Pará;Metropolitana de Belém;8091,06
259;Norte;PA;Santa Cruz do Arari;Marajó;6925,02
260;Norte;PA;Santa Izabel do Pará;Metropolitana de Belém;10441,16
261;Norte;PA;Santa Luzia do Pará;Nordeste Paraense;8496,41
262;Norte;PA;Santa Maria das Barreiras;Sudeste Paraense;18020,91
263;Norte;PA;Santa Maria do Pará;Nordeste Paraense;12840,2
264;Norte;PA;Santana do Araguaia;Sudeste Paraense;11349,19
265;Norte;PA;Santarém;Baixo Amazonas;16318,44
266;Norte;PA;Santarém Novo;Nordeste Paraense;6316,13
267;Norte;PA;Santo Antônio do Tauá;Metropolitana de Belém;11237,09
268;Norte;PA;São Caetano de Odivelas;Nordeste Paraense;7471,7
269;Norte;PA;São Domingos do Araguaia;Sudeste Paraense;10958,62
270;Norte;PA;São Domingos do Capim;Nordeste Paraense;9935,4
271;Norte;PA;São Félix do Xingu;Sudeste Paraense;11157,74
272;Norte;PA;São Francisco do Pará;Nordeste Paraense;13209,06
273;Norte;PA;São Geraldo do Araguaia;Sudeste Paraense;18250,01
274;Norte;PA;São João da Ponta;Nordeste Paraense;7069,8
275;Norte;PA;São João de Pirabas;Nordeste Paraense;7091,96
276;Norte;PA;São João do Araguaia;Sudeste Paraense;8591,63
277;Norte;PA;São Miguel do Guamá;Nordeste Paraense;11646,31
278;Norte;PA;São Sebastião da Boa Vista;Marajó;7986,76
279;Norte;PA;Sapucaia;Sudeste Paraense;18728,74
280;Norte;PA;Senador José Porfírio;Sudoeste Paraense;11179,54
281;Norte;PA;Soure;Marajó;7090,59
282;Norte;PA;Tailândia;Nordeste Paraense;8192,92
283;Norte;PA;Terra Alta;Nordeste Paraense;6300,07
284;Norte;PA;Terra Santa;Baixo Amazonas;28878,63
285;Norte;PA;Tomé-Açu;Nordeste Paraense;10360,83
286;Norte;PA;Tracuateua;Nordeste Paraense;8247,91
287;Norte;PA;Trairão;Sudoeste Paraense;17837,45
288;Norte;PA;Tucumã;Sudeste Paraense;19655,44
289;Norte;PA;Tucuruí;Sudeste Paraense;58455,08
290;Norte;PA;Ulianópolis;Sudeste Paraense;21649,34
291;Norte;PA;Uruará;Sudoeste Paraense;11567,7
292;Norte;PA;Vigia;Nordeste Paraense;7148,87
293;Norte;PA;Viseu;Nordeste Paraense;10269,37
294;Norte;PA;Vitória do Xingu;Sudoeste Paraense;209799,94
295;Norte;PA;Xinguara;Sudeste Paraense;27962,38
296;Norte;AP;Serra do Navio;Sul do Amapá;13857,88
297;Norte;AP;Amapá;Norte do Amapá;19062,67
298;Norte;AP;Pedra Branca do Amapari;Sul do Amapá;18577,96
299;Norte;AP;Calçoene;Norte do Amapá;13959,32
300;Norte;AP;Cutias;Sul do Amapá;12913,84
301;Norte;AP;Ferreira Gomes;Sul do Amapá;68751,16
302;Norte;AP;Itaubal;Sul do Amapá;12713,02
303;Norte;AP;Laranjal do Jari;Sul do Amapá;17885,4
304;Norte;AP;Macapá;Sul do Amapá;21054,88
305;Norte;AP;Mazagão;Sul do Amapá;12003,39
306;Norte;AP;Oiapoque;Norte do Amapá;15462,09
307;Norte;AP;Porto Grande;Sul do Amapá;16107,08
308;Norte;AP;Pracuúba;Norte do Amapá;13170,57
309;Norte;AP;Santana;Sul do Amapá;16539,73
310;Norte;AP;Tartarugalzinho;Norte do Amapá;12537,48
311;Norte;AP;Vitória do Jari;Sul do Amapá;12303,59
312;Norte;TO;Abreulândia;Ocidental do Tocantins;21850,43
313;Norte;TO;Aguiarnópolis;Ocidental do Tocantins;18719,04
314;Norte;TO;Aliança do Tocantins;Ocidental do Tocantins;20773,07
315;Norte;TO;Almas;Oriental do Tocantins;20625,98
316;Norte;TO;Alvorada;Ocidental do Tocantins;38266
317;Norte;TO;Ananás;Ocidental do Tocantins;12561,3
318;Norte;TO;Angico;Ocidental do Tocantins;10310,04
319;Norte;TO;Aparecida do Rio Negro;Oriental do Tocantins;19229,27
320;Norte;TO;Aragominas;Ocidental do Tocantins;10749,47
321;Norte;TO;Araguacema;Ocidental do Tocantins;18856,47
322;Norte;TO;Araguaçu;Ocidental do Tocantins;21155,78
323;Norte;TO;Araguaína;Ocidental do Tocantins;22809,8
324;Norte;TO;Araguanã;Ocidental do Tocantins;11381,26
325;Norte;TO;Araguatins;Ocidental do Tocantins;10887,03
326;Norte;TO;Arapoema;Ocidental do Tocantins;14515,35
327;Norte;TO;Arraias;Oriental do Tocantins;14692,69
328;Norte;TO;Augustinópolis;Ocidental do Tocantins;12740,56
329;Norte;TO;Aurora do Tocantins;Oriental do Tocantins;10900,58
330;Norte;TO;Axixá do Tocantins;Ocidental do Tocantins;10495,5
331;Norte;TO;Babaçulândia;Ocidental do Tocantins;9531,2
332;Norte;TO;Bandeirantes do Tocantins;Ocidental do Tocantins;19542,67
333;Norte;TO;Barra do Ouro;Oriental do Tocantins;10127,36
334;Norte;TO;Barrolândia;Ocidental do Tocantins;14386,09
335;Norte;TO;Bernardo Sayão;Ocidental do Tocantins;17004,32
336;Norte;TO;Bom Jesus do Tocantins;Oriental do Tocantins;13423,62
337;Norte;TO;Brasilândia do Tocantins;Ocidental do Tocantins;16875,46
338;Norte;TO;Brejinho de Nazaré;Ocidental do Tocantins;27951,13
339;Norte;TO;Buriti do Tocantins;Ocidental do Tocantins;8373,92
340;Norte;TO;Cachoeirinha;Ocidental do Tocantins;11281,5
341;Norte;TO;Campos Lindos;Oriental do Tocantins;29538,91
342;Norte;TO;Cariri do Tocantins;Ocidental do Tocantins;77488,15
343;Norte;TO;Carmolândia;Ocidental do Tocantins;13805,41
344;Norte;TO;Carrasco Bonito;Ocidental do Tocantins;9191,64
345;Norte;TO;Caseara;Ocidental do Tocantins;24963,71
346;Norte;TO;Centenário;Oriental do Tocantins;11400,86
347;Norte;TO;Chapada de Areia;Ocidental do Tocantins;18478,35
348;Norte;TO;Chapada da Natividade;Oriental do Tocantins;19579,81
349;Norte;TO;Colinas do Tocantins;Ocidental do Tocantins;18881,73
350;Norte;TO;Combinado;Oriental do Tocantins;13067,05
351;Norte;TO;Conceição do Tocantins;Oriental do Tocantins;11583,23
352;Norte;TO;Couto Magalhães;Ocidental do Tocantins;16637,32
353;Norte;TO;Cristalândia;Ocidental do Tocantins;14258,33
354;Norte;TO;Crixás do Tocantins;Ocidental do Tocantins;24191,33
355;Norte;TO;Darcinópolis;Ocidental do Tocantins;22014,24
356;Norte;TO;Dianópolis;Oriental do Tocantins;13757,54
357;Norte;TO;Divinópolis do Tocantins;Ocidental do Tocantins;17108,33
358;Norte;TO;Dois Irmãos do Tocantins;Ocidental do Tocantins;13895,55
359;Norte;TO;Dueré;Ocidental do Tocantins;25916,04
360;Norte;TO;Esperantina;Ocidental do Tocantins;7872,94
361;Norte;TO;Fátima;Ocidental do Tocantins;14654,18
362;Norte;TO;Figueirópolis;Ocidental do Tocantins;28630,9
363;Norte;TO;Filadélfia;Ocidental do Tocantins;10993,8
364;Norte;TO;Formoso do Araguaia;Ocidental do Tocantins;21418,63
365;Norte;TO;Fortaleza do Tabocão;Ocidental do Tocantins;52994,69
366;Norte;TO;Goianorte;Ocidental do Tocantins;15144,24
367;Norte;TO;Goiatins;Oriental do Tocantins;11489,13
368;Norte;TO;Guaraí;Ocidental do Tocantins;22811,12
369;Norte;TO;Gurupi;Ocidental do Tocantins;25209,5
370;Norte;TO;Ipueiras;Oriental do Tocantins;18720,03
371;Norte;TO;Itacajá;Oriental do Tocantins;12974,96
372;Norte;TO;Itaguatins;Ocidental do Tocantins;9896,42
373;Norte;TO;Itapiratins;Oriental do Tocantins;18412,1
374;Norte;TO;Itaporã do Tocantins;Ocidental do Tocantins;17394,34
375;Norte;TO;Jaú do Tocantins;Ocidental do Tocantins;15142,41
376;Norte;TO;Juarina;Ocidental do Tocantins;15890,7
377;Norte;TO;Lagoa da Confusão;Ocidental do Tocantins;39290,31
378;Norte;TO;Lagoa do Tocantins;Oriental do Tocantins;9163,15
379;Norte;TO;Lajeado;Oriental do Tocantins;20486,41
380;Norte;TO;Lavandeira;Oriental do Tocantins;12707,78
381;Norte;TO;Lizarda;Oriental do Tocantins;9000,14
382;Norte;TO;Luzinópolis;Ocidental do Tocantins;11110,76
383;Norte;TO;Marianópolis do Tocantins;Ocidental do Tocantins;23491,05
384;Norte;TO;Mateiros;Oriental do Tocantins;48252,43
385;Norte;TO;Maurilândia do Tocantins;Ocidental do Tocantins;9699,28
386;Norte;TO;Miracema do Tocantins;Ocidental do Tocantins;27317,54
387;Norte;TO;Miranorte;Ocidental do Tocantins;16295,83
388;Norte;TO;Monte do Carmo;Oriental do Tocantins;20453,07
389;Norte;TO;Monte Santo do Tocantins;Ocidental do Tocantins;16096,22
390;Norte;TO;Palmeiras do Tocantins;Ocidental do Tocantins;9815,28
391;Norte;TO;Muricilândia;Ocidental do Tocantins;12260,77
392;Norte;TO;Natividade;Oriental do Tocantins;12299,64
393;Norte;TO;Nazaré;Ocidental do Tocantins;10960,34
394;Norte;TO;Nova Olinda;Ocidental do Tocantins;23044,47
395;Norte;TO;Nova Rosalândia;Ocidental do Tocantins;11588,87
396;Norte;TO;Novo Acordo;Oriental do Tocantins;10800,03
397;Norte;TO;Novo Alegre;Oriental do Tocantins;11358,16
398;Norte;TO;Novo Jardim;Oriental do Tocantins;10706,17
399;Norte;TO;Oliveira de Fátima;Ocidental do Tocantins;17626,87
400;Norte;TO;Palmeirante;Ocidental do Tocantins;13964,04
401;Norte;TO;Palmeirópolis;Ocidental do Tocantins;14492,62
402;Norte;TO;Paraíso do Tocantins;Ocidental do Tocantins;23756,02
403;Norte;TO;Paranã;Oriental do Tocantins;20131,09
404;Norte;TO;Pau D'Arco;Ocidental do Tocantins;15322,22
405;Norte;TO;Pedro Afonso;Oriental do Tocantins;50129,16
406;Norte;TO;Peixe;Ocidental do Tocantins;46507,07
407;Norte;TO;Pequizeiro;Ocidental do Tocantins;13650,9
408;Norte;TO;Colméia;Ocidental do Tocantins;16952,4
409;Norte;TO;Pindorama do Tocantins;Oriental do Tocantins;10741,92
410;Norte;TO;Piraquê;Ocidental do Tocantins;14908,39
411;Norte;TO;Pium;Ocidental do Tocantins;18529,68
412;Norte;TO;Ponte Alta do Bom Jesus;Oriental do Tocantins;9605,82
413;Norte;TO;Ponte Alta do Tocantins;Oriental do Tocantins;9886,69
414;Norte;TO;Porto Alegre do Tocantins;Oriental do Tocantins;9271,25
415;Norte;TO;Porto Nacional;Oriental do Tocantins;49738,85
416;Norte;TO;Praia Norte;Ocidental do Tocantins;8196,48
417;Norte;TO;Presidente Kennedy;Ocidental do Tocantins;13325,59
418;Norte;TO;Pugmil;Ocidental do Tocantins;18313,39
419;Norte;TO;Recursolândia;Oriental do Tocantins;9660,9
420;Norte;TO;Riachinho;Ocidental do Tocantins;9760,01
421;Norte;TO;Rio da Conceição;Oriental do Tocantins;9216,1
422;Norte;TO;Rio dos Bois;Ocidental do Tocantins;15675,51
423;Norte;TO;Rio Sono;Oriental do Tocantins;9388,07
424;Norte;TO;Sampaio;Ocidental do Tocantins;8123,8
425;Norte;TO;Sandolândia;Ocidental do Tocantins;20240,37
426;Norte;TO;Santa Fé do Araguaia;Ocidental do Tocantins;15228,8
427;Norte;TO;Santa Maria do Tocantins;Oriental do Tocantins;11870,26
428;Norte;TO;Santa Rita do Tocantins;Ocidental do Tocantins;35707,78
429;Norte;TO;Santa Rosa do Tocantins;Oriental do Tocantins;30126,67
430;Norte;TO;Santa Tereza do Tocantins;Oriental do Tocantins;11275,22
431;Norte;TO;Santa Terezinha do Tocantins;Ocidental do Tocantins;12002,96
432;Norte;TO;São Bento do Tocantins;Ocidental do Tocantins;9426,17
433;Norte;TO;São Félix do Tocantins;Oriental do Tocantins;11715,31
